@relation compact_wind_onshore

@attribute date numeric
@attribute hour numeric
@attribute dayiness numeric
@attribute mean_TU_0 numeric
@attribute mean_TU_1 numeric
@attribute mean_N_0 numeric
@attribute mean_RR_0 numeric
@attribute mean_RR_1 numeric
@attribute mean_SD_0 numeric
@attribute mean_VV_0 numeric
@attribute mean_FF_0 numeric
@attribute mean_FF_1 numeric
@attribute wind_onshore numeric

@data
20220222,20,-0.5,5.729936,85.647436,7.154839,0.265161,0.832258,0,25478.451613,6.963871,237.419355,39400.75
20220222,21,-0.71,5.758599,85.820513,6.948387,0.267097,0.787097,0,27443.354839,7.165161,243.225806,39140.25
20220222,22,-0.87,5.758599,85.673077,6.664516,0.305128,0.711538,0,27513.16129,7.161935,250.580645,37530
20220222,23,-0.97,5.686624,84.871795,6.180645,0.305769,0.615385,0,30486.451613,7.054194,256.709677,37104
20220223,0,-1,5.475796,83.75641,5.574194,0.226452,0.567742,0,29293.096774,7.04,265.225806,36192
20220223,1,-0.97,5.243949,83.179487,5.116129,0.149677,0.470968,0,31869.548387,6.858065,268.193548,34932.25
20220223,2,-0.87,4.915924,83.435897,4.709677,0.129032,0.335484,0,31165.419355,6.561935,271.419355,32782.5
20220223,3,-0.71,4.610191,83.775641,4.748387,0.112258,0.270968,0,31132.193548,6.19871,269.677419,31246
20220223,4,-0.5,4.314013,84.519231,4.793548,0.076774,0.245161,0,30741.032258,5.754194,269.677419,29367.5
20220223,5,-0.26,4.002548,85.275641,4.490323,0.030323,0.225806,0,29628.193548,5.327097,268.451613,27900
20220223,6,-0,3.628662,86.25641,3.883871,0.046452,0.135484,0,27438.645161,4.939355,264.645161,27197.25
20220223,7,0.26,3.459236,86.641026,3.554839,0.010323,0.096774,2.75974,26104.193548,4.597419,255.935484,25679
20220223,8,0.5,4.333121,83.435897,3.245161,0.013548,0.051613,32.402597,29377.225806,4.592258,241.741935,22821.5
20220223,9,0.71,5.41465,78.910256,3.535484,0.001282,0.025641,40.051948,32609.354839,4.924516,245.741935,21450.5
20220223,10,0.87,6.341401,73.448718,3.432258,0.000641,0.00641,40.88961,36791.16129,5.300645,250.709677,21048.75
20220223,11,0.97,7.219108,68.318471,3.019355,0,0.00641,46.62987,40367.16129,5.463226,248.387097,20658.75
20220223,12,1,7.987261,63.426752,2.425806,0,0.00641,50.784314,44006.645161,5.517419,245.096774,20816.25
20220223,13,0.97,8.572611,59.732484,2.2,0,0,51.372549,47830.451613,5.581935,244.451613,21569.25
20220223,14,0.87,8.847771,56.980892,2.192308,0,0,51.766234,49492.5,5.409032,240.193548,20690.25
20220223,15,0.71,8.888535,56.707006,1.903846,0,0,52.805195,52365.641026,5.026452,233.225806,18020.25
20220223,16,0.5,8.404459,58.312102,2.147436,0,0,53.058442,53591.282051,4.403871,224.258065,14403.25
20220223,17,0.26,6.787261,65.235669,2.5,0,0,26.37013,52114.102564,3.486452,211.419355,12292.75
20220223,18,0,5.359236,71.178344,2.467949,0,0,0,48908.141026,3.034194,186.129032,13792.25
20220223,19,-0.26,4.514013,74.426752,2.705128,0,0,0,47845.833333,3.102581,184.580645,16705.5
20220223,20,-0.5,4.06242,76.133758,3.25,0,0,0,47217.307692,3.275484,182.774194,18834.25
20220223,21,-0.71,3.757325,76.630573,3.634615,0,0,0,46849.294872,3.427097,180.258065,19841.25
20220223,22,-0.87,3.53121,77.433121,3.99359,0,0,0,45994.615385,3.429032,181.935484,20921.5
20220223,23,-0.97,3.378344,77.923567,4.358974,0,0,0,44921.410256,3.529032,180.645161,22279.75
20220224,0,-1,3.377707,77.605096,4.916667,0,0,0,46039.74359,3.765806,181.870968,23198.75
20220224,1,-0.97,3.234395,78.178344,5.448718,0,0,0,46329.935897,3.874839,181.935484,23590.75
20220224,2,-0.87,3.131847,79.165605,5.852564,0,0,0,46066.346154,3.924516,191.483871,24096
20220224,3,-0.71,3.072611,79.509554,6.206452,0,0,0,44864.294872,4.000645,189.612903,24132.75
20220224,4,-0.5,3.143949,79.312102,6.580645,0,0,0,44925.512821,4.02,182.83871,24515.75
20220224,5,-0.26,3.173248,79.305732,6.729032,0.001274,0.012739,0,45009.615385,4.037419,183.225806,24450.75
20220224,6,-0,3.242038,79.458599,6.980645,0,0.025478,0,46059.935897,4.096129,184.645161,24844
20220224,7,0.26,3.594268,78.821656,7.374194,0.005732,0.050955,5.285714,45235.897436,4.127097,187.548387,23712
20220224,8,0.5,4.401274,77.038217,7.56129,0.00828,0.076433,12.954545,46631.987179,4.208387,183.290323,22680
20220224,9,0.71,5.564331,73.923567,7.567742,0.001911,0.076433,18.811688,46972.692308,4.385161,185.935484,21322.25
20220224,10,0.87,6.9,69.866242,7.655844,0.005732,0.10828,21.664474,48305.483871,4.873548,195.548387,21797.75
20220224,11,0.97,7.921019,66.987261,7.538961,0.003185,0.10828,20.717105,49651.096774,5.436129,200.516129,23753.75
20220224,12,1,8.663057,65.203822,7.470968,0.003822,0.101911,20.908497,52333.612903,5.972258,204.967742,27353.5
20220224,13,0.97,9.165605,63.471338,7.554839,0.021656,0.11465,17.424837,53877.741935,6.468387,208.387097,31520.25
20220224,14,0.87,9.256688,63.229299,7.519231,0.038854,0.184713,12.441558,54417.948718,6.910323,212,34656.75
20220224,15,0.71,9.014013,63.866242,7.384615,0.096178,0.273885,7.883871,55488.076923,7.012258,214.580645,36684.5
20220224,16,0.5,8.454777,65.910828,7.467949,0.163057,0.33758,4.690323,55882.371795,7.050968,219.290323,36105.25
20220224,17,0.26,7.58535,68.751592,7.147436,0.257962,0.356688,1.645161,53912.435897,6.942581,223.935484,35907.5
20220224,18,0,6.645223,72.031847,6.794872,0.250318,0.420382,0,50811.602564,6.843226,228.903226,36299.5
20220224,19,-0.26,5.765605,75.242038,6.384615,0.261783,0.55414,0,48811.923077,6.894194,236.064516,37184.5
20220224,20,-0.5,4.83949,78.458599,6.179487,0.244586,0.605096,0,45964.230769,6.854839,244,36667.75
20220224,21,-0.71,3.994904,80.968153,6.442308,0.185987,0.700637,0,45270,6.796129,251.935484,35259
20220224,22,-0.87,3.169427,82.471338,6.294872,0.184713,0.713376,0,43393.974359,6.770968,257.741935,32470
20220224,23,-0.97,2.68535,83.012739,6.307692,0.132484,0.707006,0,44706.282051,6.392903,257.483871,31274.5
20220225,0,-1,2.167516,83.66879,6.057692,0.099363,0.605096,0,45553.589744,6.300645,258.83871,30699
20220225,1,-0.97,1.856688,83.605096,5.602564,0.1,0.56051,0,47229.551282,6.062581,258.774194,30785.75
20220225,2,-0.87,1.648408,83.847134,5.519231,0.078344,0.43949,0,45165.320513,5.902581,253.548387,30913.5
20220225,3,-0.71,1.484076,83.197452,5.217949,0.071975,0.350318,0,44104.807692,5.786452,249.225806,31286
20220225,4,-0.5,1.326752,82.617834,4.557692,0.052229,0.273885,0,44300.897436,5.777419,245.354839,31190
20220225,5,-0.26,1.193631,82.248408,4.326923,0.035669,0.210191,0,44085.576923,5.706452,242,31479.5
20220225,6,-0,1.014013,82.44586,4.160256,0.025478,0.22293,0,42094.102564,5.756129,237.354839,33182.75
20220225,7,0.26,1.099363,81.828025,4.166667,0.033758,0.191083,4.787097,42068.653846,5.766452,235.741935,33359.5
20220225,8,0.5,1.803185,78.898089,4.480769,0.042675,0.197452,27.522581,41173.974359,5.994839,232.387097,32926.5
20220225,9,0.71,2.592994,75.757962,5.032051,0.043949,0.280255,28.625806,41066.666667,6.613548,237.096774,33467.75
20220225,10,0.87,3.244586,72.713376,5.987179,0.050955,0.324841,25.864516,41371.410256,7.132258,240.83871,34107.75
20220225,11,0.97,3.766879,70.477707,6.339744,0.096815,0.382166,20.490323,40261.346154,7.287097,244.774194,34474.25
20220225,12,1,4.135669,69.528662,6.74359,0.06051,0.535032,17.56129,41946.858974,7.304516,248.387097,34409
20220225,13,0.97,4.241401,70.152866,6.641026,0.100641,0.615385,16.012903,42715.192308,7.13871,251.548387,33703
20220225,14,0.87,4.227389,70.936306,6.653846,0.137821,0.685897,14.458065,42068.589744,6.854194,255.806452,32055.75
20220225,15,0.71,3.887261,74.356688,6.532051,0.150641,0.717949,14.264516,40604.871795,6.570323,257.741935,31279.75
20220225,16,0.5,3.445223,78.324841,6.211538,0.23949,0.713376,14.083871,38692.179487,6.034839,258.193548,28550
20220225,17,0.26,2.864968,82.33758,6.019231,0.228025,0.611465,5.277419,37716.474359,5.424516,260.064516,26705.5
20220225,18,0,2.556051,84.242038,5.737179,0.13758,0.566879,0,36543.974359,4.885806,261.483871,26089.75
20220225,19,-0.26,2.310828,85.936306,5.384615,0.074522,0.496815,0,35857.75641,4.695484,262.258065,25069
20220225,20,-0.5,2.170064,86.700637,5.391026,0.05,0.365385,0,33479.551282,4.592258,269.419355,24967.5
20220225,21,-0.71,2.020382,87.764331,5.25,0.042675,0.394904,0,31251.474359,4.583871,270.516129,24752
20220225,22,-0.87,1.981529,87.917197,5.429487,0.029299,0.324841,0,29634.358974,4.51871,271.741935,22712.5
20220225,23,-0.97,1.949045,87.910828,5.326923,0.022293,0.292994,0,27096.474359,4.429677,272.709677,21994.75
20220226,0,-1,1.820382,87.904459,5.121795,0.027389,0.299363,0,24545,4.247742,279.870968,20448.5
20220226,1,-0.97,1.606369,88.363057,5.00641,0.031847,0.248408,0,23991.025641,4.118065,282.516129,18670.25
20220226,2,-0.87,1.475796,88.617834,5.512821,0.021019,0.159236,0,22742.179487,3.855484,278.258065,16695.5
20220226,3,-0.71,1.307006,88.834395,5.442308,0.007643,0.159236,0,22486.666667,3.686452,282.967742,15075
20220226,4,-0.5,1.102548,89.522293,5.397436,0.012102,0.184713,0,21344.487179,3.477419,281.935484,12736.25
20220226,5,-0.26,0.931847,89.904459,5.230769,0.017197,0.191083,0,20788.782051,3.24129,275.290323,10888
20220226,6,-0,0.77707,90.414013,5.423077,0.015287,0.171975,0,20000,3.030323,275.612903,9644.5
20220226,7,0.26,0.733758,90.324841,5.089744,0.005732,0.165605,2.090323,20208.397436,2.803226,269.290323,7781.25
20220226,8,0.5,1.483439,87.235669,4.955128,0.011465,0.146497,19.806452,22277.5,2.722581,265.612903,5631.5
20220226,9,0.71,2.438854,82.44586,4.935484,0.012739,0.140127,24.264516,26578.141026,2.907097,264.516129,3780
20220226,10,0.87,3.258599,76.55414,5.167742,0.010191,0.101911,27.025806,32484.166667,3.077419,253.741935,2912.5
20220226,11,0.97,3.963462,71.032051,4.819355,0.005732,0.101911,29.168831,37132.645161,3.233766,233.548387,2300.25
20220226,12,1,4.583333,66.647436,4.206452,0.007006,0.095541,34.116883,41212.322581,3.103247,229.220779,1768.25
20220226,13,0.97,4.930128,63.891026,3.729032,0.005096,0.095541,35.896104,42952.903226,2.985065,196.948052,1465.5
20220226,14,0.87,5.229487,62.166667,3.670968,0.002548,0.076433,37.181818,45610.129032,2.903247,190.974026,1418.25
20220226,15,0.71,5.137179,62.025641,3.496774,0,0.050955,37.538961,46702.709677,2.846104,158.766234,1298.75
20220226,16,0.5,4.74359,63.576923,3.393548,0,0.063694,36.987013,48089.096774,2.681169,135.454545,1251.75
20220226,17,0.26,3.594872,69.128205,3.232258,0.005096,0.050955,21.298701,44465.612903,2.372727,125.38961,1527.75
20220226,18,0,2.433333,74.99359,3.032258,0.000637,0.057325,0.188312,42514.516129,2.019481,120.12987,2339.75
20220226,19,-0.26,1.574359,78.858974,3,0,0.044586,0,40117.548387,1.995455,110.25974,3724
20220226,20,-0.5,0.972436,81.384615,2.83871,0,0.012739,0,37740.387097,2.085065,111.688312,5176.25
20220226,21,-0.71,0.464744,83.24359,2.735484,0,0.006369,0,36364.709677,2.104545,108.051948,6843.5
20220226,22,-0.87,0.077564,84.378205,2.279221,0.000637,0.025478,0,35173.290323,2.294805,109.415584,8715
20220226,23,-0.97,-0.274359,85.551282,2.272727,0.001911,0.025478,0,33632.451613,2.352597,112.467532,10138.75
20220227,0,-1,-0.512179,86.301282,1.88961,0,0,0,32695.677419,2.376623,120.649351,11072
20220227,1,-0.97,-0.790385,86.711538,1.503226,0,0.006369,0,32433.806452,2.437662,111.818182,11630.5
20220227,2,-0.87,-1.059615,87.24359,0.987097,0,0.031847,0,32457.612903,2.512987,110.909091,11729.5
20220227,3,-0.71,-1.224359,87.737179,0.954839,0,0.012739,0,31439.225806,2.538312,110.25974,11005.5
20220227,4,-0.5,-1.497436,88.25,0.954839,0,0.031847,0,30448.129032,2.629221,108.766234,10785.5
20220227,5,-0.26,-1.580769,88.576923,1.258065,0,0.025478,0,29405.741935,2.618831,98.376623,10982
20220227,6,-0,-1.726282,89.205128,1.506494,0,0.031847,0,27841.677419,2.677922,111.363636,11856
20220227,7,0.26,-1.34359,88.121795,1.779221,0,0.038462,11.431373,27172.516129,2.75974,99.155844,12336.5
20220227,8,0.5,0.117308,83.371795,2.070968,0,0.038462,45.176471,29827.096774,2.98961,104.87013,11198.25
20220227,9,0.71,1.635256,77.589744,1.851613,0,0.019231,48.74026,33992.322581,3.548701,109.090909,8824.25
20220227,10,0.87,2.944872,71.326923,1.658065,0,0.012821,49.922078,39414.064516,4.180519,107.467532,7615.25
20220227,11,0.97,4.05,65.814103,1.825806,0,0.00641,50.597403,42498.645161,4.7,110.064935,8728
20220227,12,1,4.936538,60.307692,1.76129,0,0.00641,51.305195,48109.225806,4.874026,113.896104,9040.75
20220227,13,0.97,5.512821,56.987179,1.490323,0,0,52.571429,49460.967742,4.82987,112.337662,8243.75
20220227,14,0.87,5.720382,55.318471,1.03871,0.005128,0.012821,53.11039,51809.677419,4.757792,107.741935,8273
20220227,15,0.71,5.618471,55.770701,1.00641,0,0,54.696774,51385.833333,4.676129,104.322581,9221.5
20220227,16,0.5,5.07707,57.866242,0.666667,0,0,55.858065,50637.371795,4.54,102.903226,9712.75
20220227,17,0.26,3.749045,63.490446,0.730769,0,0,36.412903,47408.846154,4.058065,98.516129,10384.25
20220227,18,0,2.54586,68.66879,0.782051,0,0,0.451613,44796.474359,3.450968,94.258065,12798.5
20220227,19,-0.26,1.733121,72.267516,0.628205,0,0,0,40181.474359,3.335484,95.16129,15398.75
20220227,20,-0.5,1.119108,74.821656,0.679487,0,0,0,38072.24359,3.276774,98.451613,16410
20220227,21,-0.71,0.594904,76.579618,0.839744,0,0,0,36645.961538,3.261935,104.645161,16182.75
20220227,22,-0.87,0.204459,77.579618,0.897436,0,0,0,36049.102564,3.138065,105.290323,14867.75
20220227,23,-0.97,-0.158599,78.764331,1,0,0,0,35013.782051,3.118065,109.870968,13955.75
20220228,0,-1,-0.453503,79.426752,0.897436,0,0,0,34240.769231,3.04129,113.806452,13210.5
20220228,1,-0.97,-0.743949,80.458599,1,0,0,0,32555.384615,2.772903,117.806452,12364.5
20220228,2,-0.87,-1.205732,81.872611,1.03871,0,0,0,31758.846154,2.611039,123.612903,11536
20220228,3,-0.71,-1.471975,82.382166,1.116129,0,0,0,30204.102564,2.621429,116.709677,10638.75
20220228,4,-0.5,-1.824204,83.356688,1.376623,0,0,0,28134.358974,2.577922,130.451613,9780.5
20220228,5,-0.26,-2.130573,84.407643,1.470968,0,0,0,26689.551282,2.500649,133.290323,9031.25
20220228,6,-0,-2.348408,84.961783,1.651613,0,0,0,25642.884615,2.367532,131.032258,8754.75
20220228,7,0.26,-1.977707,83.318471,1.774194,0,0.006369,13.877419,25085.128205,2.350649,132.83871,8269.75
20220228,8,0.5,-0.432484,77.063694,1.774194,0,0,45.6,27691.794872,2.39026,131.290323,7318.5
20220228,9,0.71,0.989809,71.980892,1.779221,0,0.006369,46.929032,29656.602564,2.663636,129.677419,5134.75
20220228,10,0.87,2.383333,66.333333,1.51634,0,0,48.850649,32703.419355,3.05098,124.193548,3527.25
20220228,11,0.97,3.638462,60.775641,1.025974,0,0.006369,52.707792,35850.064516,3.30719,121.753247,3358.25
20220228,12,1,4.673077,55.775641,0.61039,0,0,55.831169,39555.612903,3.543791,116.623377,3868.5
20220228,13,0.97,5.528846,52.141026,0.37013,0,0,57.785714,39723.741935,3.602614,115.324675,4540
20220228,14,0.87,6.010897,49.076923,0.24026,0,0,58.857143,42627.870968,3.652941,112.532468,5339.5
20220228,15,0.71,6.048718,48.185897,0.084416,0,0,59.474026,44531.032258,3.737908,115.194805,5945
20220228,16,0.5,5.505769,50.00641,0.12987,0,0,59.266234,43918,3.711111,109.480519,7508.5
20220228,17,0.26,4.014744,55.589744,0.363636,0,0,39.077922,40882.709677,3.408497,103.051948,9415.5
20220228,18,0,2.560897,61.185897,0.580645,0,0,0.649351,38292.774194,3.15817,107.012987,13541.25
20220228,19,-0.26,1.712179,63.923077,0.516129,0,0,0,36006.387097,3.344444,117.922078,17641.25
20220228,20,-0.5,1.167308,64.711538,0.206452,0,0,0,35605.225806,3.542484,117.012987,19991
20220228,21,-0.71,0.578205,65.967949,0.090323,0,0,0,35366.322581,3.588235,122.012987,21364.25
20220228,22,-0.87,0.221795,66.051282,0.045161,0,0,0,35342.709677,3.624183,122.077922,20859.75
20220228,23,-0.97,-0.282051,66.923077,0.032258,0,0,0,36079.16129,3.693464,124.935065,20003.75
20220301,0,-1,-0.635897,67.25641,0.058065,0,0,0,35534.258065,3.687582,126.753247,18845
20220301,1,-0.97,-1.046154,68.166667,0.129032,0,0,0,36056.258065,3.634641,130.324675,18114.5
20220301,2,-0.87,-1.479487,69.166667,0.193548,0,0,0,35612.774194,3.472549,133.246753,17074
20220301,3,-0.71,-1.854487,70.205128,0.296774,0,0,0,35441.741935,3.248366,127.532468,15642
20220301,4,-0.5,-2.249359,71.314103,0.658065,0,0,0,35048.064516,3.19085,129.87013,14917
20220301,5,-0.26,-2.508333,71.891026,1.045161,0,0,0,35160.322581,3.100654,129.805195,14553.5
20220301,6,-0,-2.719872,72.455128,1.412903,0,0,0,33897.032258,3.03268,134.220779,14411.75
20220301,7,0.26,-2.170513,70.160256,1.864516,0,0,22.401316,33710.580645,3.007843,130.844156,13599.5
20220301,8,0.5,-0.417308,62.99359,1.974194,0,0,54.763158,37951.935484,3.222876,133.961039,11025
20220301,9,0.71,1.198718,57.121795,2.503226,0,0,55.388158,40625.870968,3.593464,139.805195,6862.75
20220301,10,0.87,2.675641,51.692308,2.83871,0,0,56.243421,41531.032258,3.773856,144.090909,4951.25
20220301,11,0.97,3.976923,47.435897,3.36129,0,0,54.368421,42834.258065,3.739869,154.090909,3976
20220301,12,1,5.010256,44.070513,3.677419,0,0,53.164474,46351.225806,3.604575,159.084967,3502
20220301,13,0.97,5.74359,41.724359,4.367742,0,0,50.565789,46526.709677,3.439869,159.019608,2620
20220301,14,0.87,6.123077,41.051282,4.819355,0,0.006369,48.322368,47419.225806,3.05817,153.006536,1832.5
20220301,15,0.71,6.083333,41.839744,5.290323,0.002548,0.006369,43.677632,47845.096774,2.753595,147.647059,1294.75
20220301,16,0.5,5.412179,45.615385,5.774194,0,0.006369,35.690789,46344,2.513072,142.614379,1103
20220301,17,0.26,3.897436,50.942308,5.793548,0.000637,0.012739,12.980263,44280.83871,2.169281,131.176471,1588.25
20220301,18,0,2.484615,57.211538,6.141935,0.000637,0.019108,0,41555.870968,2.015033,120.980392,2317.5
20220301,19,-0.26,1.646795,60.974359,6.341935,0.001274,0.019108,0,38771.677419,1.950327,127.647059,3089
20220301,20,-0.5,0.941667,64.474359,6.458065,0.001274,0.012739,0,37406.129032,1.847059,128.75817,3696.25
20220301,21,-0.71,0.439103,66.423077,6.490323,0,0.012739,0,36228.516129,1.887582,134.96732,3778.25
20220301,22,-0.87,-0.082051,69.089744,6.529032,0,0.006369,0,35616.774194,1.803268,144.836601,3180.25
20220301,23,-0.97,-0.362821,69.820513,6.464516,0,0.006369,0,35055.419355,1.756863,151.503268,2659.75
20220302,0,-1,-0.715385,71.237179,6.025806,0,0.006369,0,34691.225806,1.793464,133.398693,2173.25
20220302,1,-0.97,-0.984615,72.769231,5.767742,0,0,0,34535.419355,1.833987,130.261438,1867.5
20220302,2,-0.87,-1.294231,73.762821,6.032258,0,0,0,33820.193548,1.776471,128.888889,1794.25
20220302,3,-0.71,-1.651923,75.397436,6.174194,0,0,0,32939.16129,1.69085,129.673203,2020
20220302,4,-0.5,-1.85,76.608974,6.703226,0,0,0,32498.83871,1.679739,138.039216,2121.75
20220302,5,-0.26,-1.960897,77.012821,7,0,0,0,31917.483871,1.651634,132.810458,2090.25
20220302,6,-0,-1.988462,77.532051,6.993548,0,0,0,30815.870968,1.619608,138.69281,2116.25
20220302,7,0.26,-1.498718,76.301282,6.916129,0,0,4.473684,30488,1.60915,139.803922,2402.5
20220302,8,0.5,-0.126923,71.532051,6.606452,0,0,16.131579,31034.709677,1.620261,138.954248,2235.25
20220302,9,0.71,1.630769,64.019231,6.548387,0,0,27.059211,33360.580645,1.681046,132.272727,1487.75
20220302,10,0.87,3.287179,56.724359,6.083871,0,0,34.855263,35390.38961,1.83961,138.506494,827.75
20220302,11,0.97,4.716667,50.487179,5.76129,0,0,38.361842,37783.441558,2.013636,138.116883,665.25
20220302,12,1,5.739103,46.544872,5.096774,0,0,41.684211,40714.675325,2.116883,128.636364,612.25
20220302,13,0.97,6.34359,44.339744,4.668831,0,0,42.105263,41769.285714,2.185065,129.220779,653.25
20220302,14,0.87,6.69172,43.292994,4.071429,0,0,42.217105,41825.806452,2.294194,122.709677,784.5
20220302,15,0.71,6.643949,43.961783,3.380645,0,0,43.843137,42295.677419,2.359355,114.064516,983.5
20220302,16,0.5,6.044586,46.936306,3.179487,0,0,43.908497,40487.741935,2.289677,109.419355,1159.5
20220302,17,0.26,4.431847,53.55414,2.673077,0,0,28.267974,37474.967742,2.147097,107.612903,1536.75
20220302,18,0,2.738854,60.528662,2.435897,0,0,0.196078,33944.580645,1.936774,116.774194,2594.25
20220302,19,-0.26,1.578344,65.847134,2.314103,0,0,0,31800.709677,1.856129,128.451613,3579.75
20220302,20,-0.5,0.764331,69.484076,2.25641,0,0,0,29714.774194,1.773548,147.870968,4104
20220302,21,-0.71,-0.005096,72.235669,1.916667,0,0,0,28515.225806,1.713548,164.064516,4047
20220302,22,-0.87,-0.59172,74.700637,1.878205,0,0,0,27220.258065,1.684516,163.16129,3471.5
20220302,23,-0.97,-1.043949,76.286624,1.846154,0,0,0,26388.83871,1.638065,170.645161,3084.25
20220303,0,-1,-1.382166,77.789809,1.807692,0,0,0,25349.290323,1.619355,183.290323,2787.25
20220303,1,-0.97,-1.796178,79.471338,1.788462,0,0,0,24802.516129,1.656774,170.387097,2517.75
20220303,2,-0.87,-2.080892,80.324841,2,0,0,0,24312.258065,1.714839,181.935484,2315.75
20220303,3,-0.71,-2.448408,82.184713,2.134615,0,0,0,22732.83871,1.700645,180.516129,2537.25
20220303,4,-0.5,-2.657325,82.707006,2.339744,0,0.006369,0,22183.806452,1.686452,173.419355,2619.75
20220303,5,-0.26,-2.912102,83.312102,2.173077,0,0.006369,0,21350.645161,1.710968,176.064516,2643.5
20220303,6,-0,-2.987898,83.681529,2.275641,0,0.006369,0,20565.290323,1.756129,178.903226,2634.25
20220303,7,0.26,-2.33758,81.248408,2.666667,0,0.006369,17.816993,20129.870968,1.823226,170.83871,2922.75
20220303,8,0.5,-0.428025,75.592357,2.564103,0,0.006369,45.254902,22197.290323,1.780645,155.741935,3146.5
20220303,9,0.71,1.403822,69.859873,2.269231,0,0.012739,46.385621,24739.935484,1.927742,148.903226,2393.5
20220303,10,0.87,3.135032,63.426752,2.044872,0,0,46.653595,27216.645161,2.2,154.258065,1440.25
20220303,11,0.97,4.542308,58,1.741935,0,0.006369,47.248366,29929.675325,2.538961,137.612903,1452.25
20220303,12,1,5.523718,54.519231,1.780645,0,0,47.875817,33586.258065,2.844156,135.584416,1806.25
20220303,13,0.97,6.111465,52.700637,1.628205,0,0,48.150327,34531.282051,3.154839,134.451613,2428.5
20220303,14,0.87,6.429936,51.611465,1.532051,0,0,49.607843,37537.115385,3.44,126.258065,3352.25
20220303,15,0.71,6.352866,51.808917,1.470968,0,0,50.562092,37948.333333,3.603226,127.225806,3924
20220303,16,0.5,5.743949,54.22293,1.406452,0,0,49.784314,38148.397436,3.632903,104.83871,4050.25
20220303,17,0.26,4.242038,59.732484,1.367742,0,0,38.20915,35072.83871,3.290968,97.032258,4835.5
20220303,18,0,2.695513,65.673077,1.367742,0,0,1.411765,31443.246753,2.945455,108.701299,6872.75
20220303,19,-0.26,1.765385,69.141026,1.354839,0,0,0,29364.415584,2.827273,107.272727,8710.75
20220303,20,-0.5,0.876282,72.326923,1.412903,0,0,0,27416.558442,2.738312,114.415584,9781.75
20220303,21,-0.71,0.269872,74.948718,1.490323,0,0,0,25696.558442,2.636364,127.012987,9791.25
20220303,22,-0.87,-0.123718,76.685897,1.658065,0,0,0,23914.805195,2.536364,121.818182,9219
20220303,23,-0.97,-0.51859,77.980769,2.212903,0,0,0,23256.428571,2.523377,115.324675,8627.5
20220304,0,-1,-0.899359,79.455128,2.6,0,0,0,22132.532468,2.442208,114.415584,7862.25
20220304,1,-0.97,-1.177564,80.711538,2.632258,0,0,0,21567.142857,2.441558,119.545455,6874.5
20220304,2,-0.87,-1.422436,81.769231,2.948387,0,0.006369,0,20468.311688,2.46039,133.831169,6083.75
20220304,3,-0.71,-1.694872,82.75641,3.219355,0,0.006369,0,19280.714286,2.401299,136.298701,5167.5
20220304,4,-0.5,-2.044231,84.083333,3.341935,0.001911,0.038217,0,17642.337662,2.316234,139.61039,4764.75
20220304,5,-0.26,-2.208974,85.070513,3.580645,0.001274,0.038217,0,16819.480519,2.342857,143.896104,4844.5
20220304,6,-0,-2.341026,85.480769,3.632258,0.000637,0.050955,0,15778.311688,2.357143,151.883117,4789.75
20220304,7,0.26,-1.830128,83.826923,3.722581,0.001274,0.057325,13.078947,15885.25974,2.366234,148.376623,4507.75
20220304,8,0.5,-0.605769,79.724359,3.774194,0.001911,0.044586,32.552632,18250.519481,2.507143,131.818182,3912.25
20220304,9,0.71,0.540385,75.211538,3.619355,0.003185,0.076433,33.776316,22384.220779,2.838961,110.064516,2797.5
20220304,10,0.87,1.797436,69.987179,3.36129,0,0.070064,36.092105,26306.688312,3.062987,108.961039,2471.75
20220304,11,0.97,2.774522,65.414013,3.380645,0,0.082803,36.75,30745.419355,3.267742,103.974359,2827.75
20220304,12,1,3.575796,61.229299,3.224359,0.000637,0.089172,38.718954,35434.967742,3.354487,110.128205,2909.25
20220304,13,0.97,4.134395,58.216561,3.108974,0,0.089172,38.921569,37590.709677,3.373718,96.666667,2932.25
20220304,14,0.87,4.373248,56.796178,3.423077,0,0.063694,38.248366,40762.580645,3.512821,97.820513,3373.5
20220304,15,0.71,4.31465,56.33121,3.403846,0.001274,0.076433,36.137255,41375.483871,3.537179,90.448718,4219.5
20220304,16,0.5,3.842038,58.171975,3.224359,0.003822,0.076433,35.607843,41731.483871,3.628205,89.935897,4898
20220304,17,0.26,2.810191,62.33121,3.320513,0.000637,0.070064,28.627451,41776.516129,3.466667,93.974359,5524.75
20220304,18,0,1.611465,67.382166,3.044872,0.000637,0.038217,1.052288,38673.354839,3.086538,93.269231,6751.25
20220304,19,-0.26,0.856688,70.592357,2.929487,0,0.044586,0,37023.419355,2.845513,94.230769,8337.25
20220304,20,-0.5,0.211465,73.076433,2.564103,0,0.044586,0,35322.387097,2.766026,95.192308,9238.25
20220304,21,-0.71,-0.330573,75.426752,2.391026,0,0.025478,0,34074.580645,2.670513,103.653846,9274.5
20220304,22,-0.87,-0.764968,77.738854,2.160256,0,0.019108,0,32073.096774,2.597436,117.115385,8850
20220304,23,-0.97,-1.165605,79.312102,1.782051,0,0.019108,0,30955.548387,2.500641,114.551282,8631.25
20220305,0,-1,-1.564968,80.656051,1.775641,0,0,0,30139.225806,2.412179,113.269231,8492.75
20220305,1,-0.97,-1.952229,82.127389,1.608974,0,0.006369,0,29220.903226,2.388462,107.24359,8343
