@relation compact_wind_offshore

@attribute date numeric
@attribute hour numeric
@attribute dayiness numeric
@attribute mean_TU_0 numeric
@attribute mean_TU_1 numeric
@attribute mean_N_0 numeric
@attribute mean_RR_0 numeric
@attribute mean_RR_1 numeric
@attribute mean_SD_0 numeric
@attribute mean_VV_0 numeric
@attribute mean_FF_0 numeric
@attribute mean_FF_1 numeric
@attribute wind_offshore numeric

@data
20220722,9,0.71,20.374522,66.605096,4.293333,0.006494,0.123377,30.732026,44338.807947,3.245223,215.350318,2553
20220722,10,0.87,21.367516,62.267516,4.113333,0.001299,0.103896,31.686275,48470.860927,3.340764,219.745223,2322
20220722,11,0.97,22.284713,58.152866,4.446667,0,0.025974,32.359477,50727.94702,3.415287,214.77707,2210
20220722,12,1,23.071975,54.872611,4.54,0,0.038961,33.352941,49966.225166,3.389809,227.388535,2118
20220722,13,0.97,23.811538,52.544872,4.604027,0,0.032468,34.782895,51857.8,3.292994,236.242038,1956
20220722,14,0.87,24.303846,50.628205,4.879195,0,0.032468,37.657895,51935.133333,3.332692,233.012821,1959
20220722,15,0.71,24.573718,49.403846,4.758389,0,0.012987,40.552632,51377,3.294231,227.307692,2099
20220722,16,0.5,24.523077,49.205128,5.342282,0,0.019481,41.059211,50663.066667,3.226282,238.910256,1961
20220722,17,0.26,24.107051,50.525641,5.469799,0,0.038961,41.072368,51443.666667,3.092949,235.25641,1883.75
20220722,18,0,23.085256,54.038462,5.986577,0,0.051948,35,51886.333333,2.914744,240.25641,1760.75
20220722,19,-0.26,21.400637,60.388535,6.573333,0.033117,0.071429,16.756579,48867.417219,2.744586,228.789809,1568.5
20220722,20,-0.5,19.861146,66.675159,7.046667,0,0.045455,0.052288,47377.483444,2.52293,210,1496.25
20220722,21,-0.71,18.847134,71.019108,7.013333,0.001948,0.11039,0,45802.781457,2.400637,204.33121,1360
20220722,22,-0.87,18.110828,74.019108,7.066667,0.048701,0.12987,0,44659.602649,2.274522,205.095541,1338.75
20220722,23,-0.97,17.635032,76.261146,6.953333,0.046104,0.201299,0,42308.741722,2.204459,195.923567,1184.5
20220723,0,-1,17.170701,78.273885,7.206667,0.180519,0.24026,0,41324.768212,2.312739,202.993631,1141
20220723,1,-0.97,16.773885,79.847134,7.453333,0.16039,0.305195,0,38871.655629,2.327389,204.77707,1131.75
20220723,2,-0.87,16.348408,82.076433,7.4,0.253896,0.415584,0,35981.192053,2.426752,213.757962,1014
20220723,3,-0.71,16.007643,83.936306,7.333333,0.246104,0.376623,0,34977.880795,2.457325,214.840764,820.5
20220723,4,-0.5,15.756051,85.350318,7.213333,0.302597,0.38961,0,33319.006623,2.484713,223.057325,906
20220723,5,-0.26,15.940127,85.273885,6.96,0.201948,0.409091,2.620915,32448.741722,2.438854,227.961783,1145.75
