date,hour,solar,hydro,wind_onshore,wind_offshore,nuclear,natural_gas,coal,brown_coal,biomass,other_conventional,other_renewables,pumped_storage,power_consumption_germany
20220101,00,0.0,1469.25,25487.75,5975.5,3304.75,2734.5,2039.25,3562.0,4332.0,1454.75,151.75,471.25,43915.5
20220101,01,0.0,1521.25,24280.5,5775.25,3348.0,2626.75,2049.75,3546.75,4325.0,1453.5,152.0,521.0,41535.75
20220101,02,0.0,1471.5,23114.0,5548.0,3344.25,2623.5,2033.25,3495.0,4329.0,1445.5,152.25,466.25,40480.75
20220101,03,0.0,1455.75,21998.25,5382.75,3342.5,2645.0,2023.75,3504.75,4335.5,1441.75,153.0,190.5,39564.0
20220101,04,0.0,1500.75,20495.0,5586.5,3342.5,2650.25,2013.25,3537.5,4337.5,1435.25,153.0,113.5,39338.25
20220101,05,0.0,1481.75,19494.5,4531.25,3347.25,2637.75,2014.0,3767.0,4343.75,1441.5,153.0,82.25,38826.5
20220101,06,0.0,1442.25,19175.5,4514.75,3343.25,2637.5,2031.25,3876.25,4381.25,1444.5,153.0,77.0,38413.0
20220101,07,0.5,1444.0,17956.0,4850.0,3329.25,2645.75,2361.5,3869.5,4436.0,1453.0,153.0,145.0,39086.75
20220101,08,257.75,1461.75,16635.75,4172.0,3343.5,2777.5,2448.75,3981.75,4528.5,1451.25,153.0,148.5,40305.0
20220101,09,1977.0,1458.5,15637.75,4214.0,3330.75,2701.5,2461.5,4209.5,4558.0,1444.75,152.25,141.25,42511.0
20220101,10,4407.75,1458.75,13961.75,4051.0,3339.25,2825.25,2444.0,4374.25,4557.0,1442.5,148.0,263.0,44382.5
20220101,11,6639.5,1472.5,11899.25,4265.0,3343.25,2831.5,2527.0,4423.75,4527.0,1438.25,146.0,177.75,46732.25
20220101,12,7744.0,1454.25,10339.25,4995.0,3348.0,2829.25,2722.5,4503.5,4489.75,1439.5,143.0,866.75,47314.75
20220101,13,6793.0,1465.5,8921.5,5527.5,3344.0,2736.75,2748.75,4239.75,4464.25,1440.5,143.0,1243.0,46391.75
20220101,14,4620.75,1501.25,8312.0,5889.25,3307.5,2839.0,2930.0,4907.25,4478.5,1436.0,143.0,2176.0,45729.25
20220101,15,1844.75,1501.25,8732.0,6038.25,3344.25,2850.25,3328.25,6367.5,4521.0,1437.25,143.75,1983.75,45663.0
20220101,16,150.5,1441.0,10556.75,6106.5,3346.0,2828.25,3810.5,7041.5,4603.0,1447.25,144.0,2984.25,47864.0
20220101,17,0.0,1441.25,12792.5,6080.0,3349.5,2820.25,4024.25,7377.75,4626.25,1446.5,145.5,3590.0,51405.0
20220101,18,0.0,1434.5,14899.75,6048.5,3351.5,2811.5,4177.25,7576.0,4647.0,1453.75,147.5,4107.25,52287.75
20220101,19,0.0,1427.5,16908.5,6086.0,3350.75,2847.75,3973.25,7200.5,4614.25,1454.75,148.0,3346.5,51321.25
20220101,20,0.0,1442.5,17953.5,6232.5,3352.5,2851.75,3575.5,6287.0,4523.25,1455.75,150.25,2196.0,49466.0
20220101,21,0.0,1440.0,18360.0,6473.25,3353.0,2806.0,3131.75,5657.25,4446.0,1456.75,152.0,1356.25,48009.25
20220101,22,0.0,1503.5,18517.5,6743.25,3357.5,2798.0,2623.75,5691.0,4405.0,1466.25,152.75,1581.5,47437.25
20220101,23,0.0,1437.5,18794.5,6932.75,3354.75,2742.0,2437.5,4544.5,4374.0,1463.75,153.0,745.75,44832.0
20220102,00,0.0,1422.25,18872.0,6943.5,3318.25,2719.5,2268.0,3648.0,4321.0,1460.0,154.0,138.75,42674.25
20220102,01,0.0,1452.5,18751.0,6835.0,3183.25,2671.25,2211.5,3666.25,4322.5,1451.25,153.75,245.5,41513.25
20220102,02,0.0,1501.5,17954.75,6783.75,3269.0,2674.75,2192.25,3520.5,4330.5,1450.5,153.25,256.75,40795.5
20220102,03,0.0,1508.5,18818.75,6274.25,3323.25,2669.25,2195.0,3457.5,4329.75,1448.0,153.25,251.25,40566.5
20220102,04,0.0,1512.25,17955.5,6037.25,3340.25,2674.5,2215.5,3459.0,4339.25,1440.0,152.75,218.5,40742.5
20220102,05,0.0,1504.75,18006.25,6314.0,3336.25,2678.25,2207.0,3468.25,4346.75,1447.0,152.25,218.5,40775.5
20220102,06,0.0,1432.0,18818.0,6000.5,3330.75,2691.25,2225.75,3451.25,4395.25,1438.5,152.0,236.5,40405.75
20220102,07,0.5,1396.75,20489.5,5377.0,3362.0,2715.5,2234.25,3469.25,4445.25,1444.0,152.0,810.5,42254.25
20220102,08,377.25,1403.25,22411.0,5620.75,3345.0,2780.25,2071.75,3616.0,4523.5,1442.75,152.0,1494.25,45418.25
20220102,09,2117.25,1403.75,23456.0,5098.5,3358.75,2690.0,2116.5,3610.5,4565.75,1438.0,151.0,1428.5,48344.0
20220102,10,4196.75,1414.25,24864.25,5430.5,3347.0,2687.5,2189.0,3578.75,4573.25,1438.75,150.75,1314.25,50584.0
20220102,11,5407.25,1408.5,26472.25,6116.25,3371.0,2650.0,2202.0,3479.5,4548.0,1441.0,149.5,734.0,53645.75
20220102,12,5385.25,1439.25,28787.75,6329.0,3364.75,2646.75,2222.25,3524.75,4470.0,1443.25,148.75,635.25,54538.5
20220102,13,4099.75,1405.75,30353.5,5981.25,3355.5,2654.25,2217.0,3494.25,4437.0,1443.0,148.0,545.25,53342.75
20220102,14,2850.5,1413.0,31844.5,5680.5,3352.5,2644.5,2189.0,3502.5,4423.75,1445.75,148.25,326.5,52709.0
20220102,15,1139.0,1412.25,33241.75,5827.5,3349.75,2634.0,2283.5,3485.25,4434.75,1457.75,148.0,265.5,53245.75
20220102,16,63.5,1463.75,34272.75,6303.0,3345.0,2623.25,2347.5,3493.75,4506.0,1459.5,148.0,419.25,55536.5
20220102,17,0.0,1394.0,35524.0,6361.25,3345.25,2568.75,2432.25,3664.5,4570.5,1456.75,148.25,487.75,58611.75
20220102,18,0.0,1443.5,35906.25,6539.25,3328.75,2587.25,2402.0,3665.75,4610.0,1457.25,148.0,878.5,58765.5
20220102,19,0.0,1499.5,34602.25,6732.75,3324.5,2591.75,2385.0,3582.0,4608.0,1456.75,148.0,1108.25,57348.5
20220102,20,0.0,1455.75,33619.25,6952.75,3323.0,2635.0,2325.75,3597.75,4580.75,1456.5,148.0,1325.25,54782.25
20220102,21,0.0,1409.5,32181.75,6680.5,3306.75,2585.5,2219.75,3512.25,4502.25,1458.25,148.5,1070.5,52456.0
20220102,22,0.0,1412.75,30399.75,6037.0,3355.75,2706.0,2184.0,3511.0,4447.75,1467.0,149.0,1341.25,50894.75
20220102,23,0.0,1380.25,29706.5,5969.0,3348.5,2533.0,2143.0,3524.5,4380.75,1461.75,149.0,795.25,47862.25
20220103,00,0.0,1409.0,28588.5,6254.0,3339.25,2656.25,2093.75,3676.5,4308.5,1451.75,149.0,180.5,45379.75
20220103,01,0.0,1450.0,26479.0,6047.75,3278.75,2550.25,2059.0,3977.75,4289.5,1441.0,150.0,235.75,43676.75
20220103,02,0.0,1490.75,26065.5,5705.0,3146.25,2576.75,2024.5,3858.5,4287.5,1428.0,150.0,280.5,42606.5
20220103,03,0.0,1461.5,25192.5,5713.5,3101.75,2588.75,2028.25,3870.75,4265.25,1428.25,150.0,163.25,43139.25
20220103,04,0.0,1499.25,26812.0,5781.0,3122.5,2544.25,2051.5,4013.75,4286.0,1425.5,150.0,137.25,44606.25
20220103,05,0.0,1446.25,30730.0,6091.75,3332.25,2633.75,2220.0,4303.75,4329.25,1425.75,149.75,296.75,48399.25
20220103,06,0.0,1429.75,36082.25,6177.25,3330.5,2957.0,2576.75,5047.0,4355.5,1384.0,149.25,524.0,55425.75
20220103,07,0.5,1472.25,37447.5,6058.0,3336.5,3778.5,3092.75,5755.75,4476.0,1338.25,150.0,906.5,61601.0
20220103,08,161.5,1456.25,36424.0,6060.75,3342.0,4386.0,3505.25,7212.0,4568.0,1337.75,150.0,1692.0,65032.75
20220103,09,1537.25,1430.0,35719.0,6024.0,3346.75,4458.5,3557.5,8444.5,4575.5,1329.5,150.0,2164.0,66440.75
20220103,10,3518.25,1416.75,35854.0,5656.25,3351.25,4567.75,3581.5,8962.25,4538.5,1333.5,150.0,1590.5,67857.0
20220103,11,4795.0,1413.75,36548.25,5643.5,3499.25,4440.75,3578.0,8986.75,4505.5,1339.25,150.0,750.5,69433.5
20220103,12,4957.0,1428.25,36404.5,5631.0,3918.25,4355.75,3433.75,9073.25,4467.0,1355.75,150.0,1069.0,70097.25
20220103,13,3956.25,1390.0,35712.5,5638.25,4040.25,4435.0,3332.25,9301.25,4456.75,1334.0,150.0,862.0,69303.0
20220103,14,2671.25,1416.75,34592.5,5646.25,4046.75,4433.5,3335.0,9777.75,4492.5,1363.75,150.0,686.75,68287.5
20220103,15,990.0,1407.25,33013.25,5651.5,4045.25,4450.75,3459.75,10824.0,4555.25,1371.0,150.0,1730.75,67281.0
20220103,16,52.0,1378.75,32600.25,5656.5,4047.75,4491.5,4063.5,11331.0,4647.75,1397.0,156.75,3442.0,67884.75
20220103,17,0.0,1386.25,32123.25,5601.5,4050.0,4609.25,4330.25,11398.25,4687.0,1406.25,164.5,3765.0,70147.75
20220103,18,0.0,1453.0,32238.75,5447.0,4049.75,4568.75,4414.5,11579.75,4693.5,1405.5,163.75,2318.25,69958.25
20220103,19,0.0,1470.0,30802.0,5455.25,4054.25,4514.5,4280.0,11833.75,4661.75,1391.0,155.5,2087.5,68037.5
20220103,20,0.0,1459.5,28823.5,5157.25,4055.0,4348.75,4415.5,12061.75,4589.75,1389.25,158.0,1546.75,64029.75
20220103,21,0.0,1484.0,27238.75,5132.25,4056.0,4453.5,4558.0,11859.5,4460.0,1408.0,159.5,833.75,60208.5
20220103,22,0.0,1405.0,24810.75,5479.0,4061.75,4089.75,4848.5,11796.0,4400.5,1423.0,159.5,271.25,57344.0
20220103,23,0.0,1396.25,22916.25,5342.0,4066.0,3828.0,4684.75,11849.5,4350.25,1422.75,160.75,114.25,53664.5
20220104,00,0.0,1467.75,21324.25,5306.5,4062.25,3492.25,4601.0,12531.0,4342.75,1416.25,168.5,107.75,50704.25
20220104,01,0.0,1548.75,20179.25,4863.5,4064.75,3512.5,4466.0,12376.0,4348.75,1395.0,157.0,77.0,48451.0
20220104,02,0.0,1563.0,18881.75,3962.0,4066.75,3446.25,3978.5,11923.25,4335.0,1420.0,157.0,93.25,47652.75
20220104,03,0.0,1539.75,17657.25,3435.0,4066.75,3549.75,4274.5,11989.75,4336.75,1381.25,157.0,84.0,48125.0
20220104,04,0.0,1490.25,16200.0,2651.25,4066.75,3902.75,5033.75,12508.25,4361.75,1377.0,157.0,133.5,49285.5
20220104,05,0.0,1385.0,15143.0,2512.0,4063.0,4312.25,6423.25,12573.75,4393.75,1389.0,169.0,113.25,52020.25
20220104,06,0.0,1411.0,14113.75,3088.0,4061.75,5544.75,8477.75,12898.0,4466.75,1420.75,200.0,395.0,57654.5
20220104,07,0.25,1463.25,13247.0,3319.0,4062.0,6577.75,10331.5,12879.0,4612.25,1488.25,206.0,2360.75,62532.25
20220104,08,64.75,1507.75,12523.0,3250.75,4064.0,7705.5,10766.25,12950.5,4693.75,1501.0,205.5,3298.25,65949.0
20220104,09,523.5,1497.25,11822.0,2818.0,4065.75,8230.5,11213.5,12957.0,4702.0,1520.0,205.0,4200.25,67254.5
20220104,10,1257.0,1489.5,11724.75,3544.0,4064.75,8322.75,11422.25,12978.0,4676.0,1538.0,204.75,4363.5,67964.0
20220104,11,1957.5,1454.0,12015.75,3506.75,4063.25,8297.0,11597.0,13070.75,4648.25,1539.5,204.0,3922.25,69348.0
20220104,12,2481.0,1507.25,12009.75,4554.75,4052.5,8199.25,11693.5,13233.0,4597.25,1534.25,203.75,2427.0,69597.0
20220104,13,2451.75,1434.0,12329.25,5440.75,4050.0,8219.0,11541.75,13275.0,4558.75,1538.75,203.0,730.5,68648.25
20220104,14,1323.0,1545.75,13053.75,5559.5,4048.5,8284.0,10992.25,13330.0,4527.0,1421.75,203.0,681.0,67950.0
20220104,15,441.0,1487.25,13725.75,6139.0,4056.5,8341.5,10708.0,13466.75,4545.25,1497.0,203.0,1310.5,67794.75
20220104,16,21.0,1461.25,14590.75,6094.0,4062.75,8324.75,10776.75,13457.75,4597.5,1458.75,203.25,2130.25,68510.0
20220104,17,0.0,1427.0,15572.75,5947.75,4064.5,8519.5,10869.0,13475.5,4661.75,1459.25,203.75,3216.25,69951.25
20220104,18,0.0,1415.0,15553.0,5992.25,4065.5,8438.25,10796.75,13483.5,4667.0,1458.5,204.0,2080.25,69679.5
20220104,19,0.0,1406.75,15897.0,6227.5,4074.5,8204.75,10625.5,13423.25,4615.25,1452.5,204.0,1488.25,68272.25
20220104,20,0.0,1443.5,15805.75,6547.25,4080.25,7131.5,10361.25,13458.25,4489.75,1455.75,204.75,1485.5,64518.75
20220104,21,0.0,1413.75,15502.0,6628.25,4087.25,5848.75,10218.0,13493.5,4418.25,1453.75,206.0,1081.25,61368.0
20220104,22,0.0,1419.25,15230.5,6806.5,4089.75,5514.0,9811.5,13590.0,4377.5,1464.0,207.0,1004.75,58357.25
20220104,23,0.0,1435.0,15360.75,7229.25,4087.25,4913.5,8848.0,13800.5,4320.25,1462.0,206.5,673.25,54923.0
20220105,00,0.0,1444.25,16312.0,7183.75,4089.0,3316.75,7351.5,13673.25,4239.75,1389.75,171.75,300.5,52419.25
20220105,01,0.0,1429.75,18086.0,7006.0,4094.25,3371.5,6348.0,12953.25,4215.75,1367.25,165.0,128.75,50542.5
20220105,02,0.0,1418.5,20715.5,6658.5,4096.0,3331.75,5654.25,12043.5,4204.5,1365.75,167.75,93.0,49658.25
20220105,03,0.0,1422.25,23282.75,6314.0,4098.25,3324.75,4359.5,11660.5,4220.5,1357.5,168.25,108.5,50656.0
20220105,04,0.0,1395.0,24882.75,6094.0,4098.5,3344.75,4598.0,12106.0,4258.5,1349.75,168.25,128.5,52242.75
20220105,05,0.0,1391.25,26743.0,6109.75,4095.25,3737.5,6031.0,12349.75,4265.5,1347.25,168.0,177.0,55517.75
20220105,06,0.0,1413.5,29332.5,5891.5,4082.25,3939.75,6842.5,13028.0,4318.75,1351.75,167.75,524.25,61375.25
20220105,07,0.0,1425.25,31102.25,5821.5,4081.0,4342.25,7342.75,13482.25,4463.25,1371.5,179.75,787.75,66916.5
20220105,08,157.0,1478.25,32465.0,5814.75,4087.25,4576.25,7357.5,12893.25,4560.75,1374.25,179.5,1057.5,70207.25
20220105,09,1369.5,1485.75,33421.75,5854.0,4088.5,4561.25,7176.25,12428.0,4575.5,1373.25,179.0,1378.25,71655.5
20220105,10,3533.75,1450.0,34773.75,5868.25,4084.25,4482.0,7235.75,11965.25,4512.25,1365.5,179.25,459.5,72759.0
20220105,11,5400.75,1502.25,35746.0,5861.0,4088.75,4376.25,6804.75,12312.0,4478.5,1322.25,170.25,254.25,74354.25
20220105,12,6111.0,1452.5,36695.0,5876.5,4089.75,4114.75,6244.25,12043.75,4431.0,1272.5,170.0,235.75,74178.5
20220105,13,5225.25,1472.5,37387.0,5835.25,4087.0,4179.0,6112.75,11561.0,4418.75,1271.75,170.0,269.25,73454.5
20220105,14,3323.75,1467.5,37622.0,5259.0,4086.0,4370.5,6661.75,11670.25,4440.0,1305.5,170.0,308.25,71986.0
20220105,15,1188.0,1478.25,36737.25,5187.5,4086.75,4695.0,7353.0,11667.0,4477.25,1337.5,170.0,892.5,71186.75
20220105,16,89.5,1527.25,35241.0,5064.0,4085.25,5122.5,7793.25,11550.25,4562.0,1434.25,190.25,2287.25,71700.5
20220105,17,0.0,1462.0,33479.75,5014.0,4086.75,5360.5,7961.75,11546.75,4621.75,1500.0,208.75,3525.25,73590.0
20220105,18,0.0,1447.75,33144.75,4872.0,4087.5,5131.25,7967.5,11761.0,4615.5,1494.25,209.5,876.25,73282.75
20220105,19,0.0,1445.0,32198.25,5034.0,4091.5,4799.75,7698.5,11841.25,4580.5,1489.5,208.25,520.0,71410.25
20220105,20,0.0,1465.75,30494.0,5113.5,4092.25,4284.75,6669.0,11978.75,4486.25,1428.5,178.75,628.25,67411.25
20220105,21,0.0,1446.0,28558.25,5117.0,4092.5,3992.25,6287.0,11932.5,4409.75,1398.5,169.0,438.75,64088.75
20220105,22,0.0,1447.0,26662.25,5380.5,4096.25,3734.0,6329.75,12359.75,4368.0,1405.25,169.0,183.5,60924.25
20220105,23,0.0,1430.25,25355.5,5509.0,4099.75,3448.5,5533.5,12165.5,4324.5,1414.5,170.0,110.0,57453.25
20220106,00,0.0,1442.5,24038.75,5381.0,4096.0,3297.25,4695.0,11949.0,4287.0,1363.75,175.75,143.75,54833.75
20220106,01,0.0,1446.75,21757.0,5640.5,4102.5,3415.25,5358.75,11958.25,4288.75,1372.75,174.75,191.75,53614.0
20220106,02,0.0,1409.75,19478.0,6329.75,4098.75,3622.0,7160.75,11852.0,4273.5,1428.0,201.25,76.75,52554.5
20220106,03,0.0,1481.5,17002.75,6484.5,4098.25,3837.5,7774.0,11775.0,4267.75,1439.5,200.0,164.5,52058.5
20220106,04,0.0,1414.5,15859.0,5704.75,4006.25,4168.75,9193.75,11657.5,4293.5,1432.0,200.0,153.25,52598.25
20220106,05,0.0,1395.75,15120.0,4418.25,3997.75,4655.5,10071.25,11847.5,4329.5,1432.5,199.0,366.0,54319.75
20220106,06,0.0,1417.25,13736.25,3255.5,3997.5,5782.25,11125.75,12197.0,4427.75,1445.25,202.5,2107.75,57928.75
20220106,07,0.0,1444.5,11813.75,2335.75,3997.5,7573.25,12087.5,12013.0,4580.0,1496.5,202.25,3837.75,62216.0
20220106,08,307.5,1524.25,10359.25,1563.25,3997.75,8480.75,12662.0,11646.75,4603.75,1487.25,202.0,4730.0,64253.25
20220106,09,2847.5,1451.5,8795.25,987.0,3969.5,8566.25,12242.0,11864.25,4722.0,1478.5,202.5,3726.75,65343.75
20220106,10,6615.5,1429.0,7177.5,719.25,3967.75,8536.0,11707.0,12007.25,4759.25,1498.0,204.75,2886.0,65848.75
20220106,11,9747.5,1425.25,5966.75,611.25,3962.25,8426.25,11620.25,11932.25,4712.0,1488.0,205.0,1434.25,66439.5
20220106,12,10977.0,1430.75,5061.75,845.25,3967.5,8266.0,11669.5,12009.5,4628.75,1487.5,205.0,917.75,65782.5
20220106,13,10043.25,1412.25,4402.5,1418.25,4003.75,8197.25,11509.75,12085.75,4616.75,1503.5,205.0,489.5,64468.5
20220106,14,6837.75,1441.5,3778.5,1747.5,4092.5,8433.75,11607.25,12088.0,4607.5,1518.5,205.5,1822.25,63007.25
20220106,15,2662.0,1458.5,3654.5,2118.0,4097.75,8561.5,11846.0,12351.25,4655.25,1541.0,206.25,2627.5,62445.75
20220106,16,166.25,1390.75,5142.0,2806.0,4096.5,8605.75,11904.5,12482.5,4757.25,1558.25,207.25,2809.5,63619.75
20220106,17,0.0,1397.0,7567.25,4332.75,4097.5,8542.75,11795.5,12634.5,4796.75,1557.0,209.25,2899.5,67355.5
20220106,18,0.0,1406.0,10467.5,4782.25,4094.75,8371.75,11608.0,12658.25,4793.25,1530.0,209.5,2527.0,67949.0
20220106,19,0.0,1459.0,12954.0,5649.5,4094.25,8266.5,11074.5,12726.5,4739.25,1510.5,210.5,961.5,67029.25
20220106,20,0.0,1436.0,14942.75,6449.75,4095.5,7326.5,10277.25,12688.0,4621.5,1504.75,211.75,530.25,64571.5
20220106,21,0.0,1418.75,16566.0,6252.25,4096.0,6004.0,9072.75,12741.0,4601.75,1489.75,212.0,397.75,61741.0
20220106,22,0.0,1391.25,17176.0,6041.75,4098.75,5434.25,9029.75,12705.0,4553.75,1484.0,208.75,768.25,59937.5
20220106,23,0.0,1371.5,18126.5,6027.0,4097.75,4932.75,8672.25,12676.0,4524.75,1478.75,207.5,221.0,57181.25
20220107,00,0.0,1403.25,19018.5,6077.75,4087.5,3801.0,7832.0,12980.5,4472.0,1379.5,183.25,90.5,53909.75
20220107,01,0.0,1406.25,19942.75,6086.0,4096.5,3620.75,6698.5,13180.75,4467.0,1340.5,167.25,166.0,52328.75
20220107,02,0.0,1413.0,21356.0,6061.25,4098.5,3598.5,6757.25,12641.75,4457.5,1352.5,166.0,154.75,51416.0
20220107,03,0.0,1393.0,22565.75,6054.75,4102.75,3625.25,6522.5,12317.75,4455.25,1346.25,166.0,80.25,51584.75
20220107,04,0.0,1485.75,23058.75,6203.0,4102.0,3641.0,6739.25,12559.5,4470.5,1349.25,166.25,77.0,53278.5
20220107,05,0.0,1424.75,23838.0,6217.75,4099.0,3981.0,7825.75,13107.5,4490.25,1380.25,179.5,76.5,56068.75
20220107,06,0.0,1433.75,25755.0,6454.5,4098.0,4745.25,9577.5,13175.25,4565.75,1434.5,203.5,152.75,61436.75
20220107,07,0.25,1424.75,26938.0,6498.0,4094.75,5657.75,10017.0,13220.25,4691.25,1476.5,205.75,269.0,66663.75
20220107,08,250.25,1450.25,27183.75,6500.75,4100.5,5999.0,9981.0,13664.0,4760.75,1473.75,205.75,140.25,69763.0
20220107,09,1438.75,1441.0,26177.75,6721.0,4105.75,5952.75,10183.25,13988.25,4751.75,1465.0,205.0,258.0,71572.75
20220107,10,2813.75,1451.0,25194.5,6860.75,4103.5,5995.25,10114.5,14093.0,4745.25,1461.75,205.0,249.75,72305.0
20220107,11,3881.25,1448.5,24496.0,6891.5,4102.5,6034.25,10184.5,14224.5,4727.25,1465.0,205.0,272.5,73103.25
20220107,12,4130.0,1458.5,23061.75,6867.5,4103.25,6078.5,10229.5,14461.25,4663.0,1451.5,205.5,319.75,73275.5
20220107,13,3289.5,1464.25,22142.5,6780.25,4101.75,6221.75,10435.25,14327.25,4642.0,1499.5,206.75,411.0,71417.25
20220107,14,1873.75,1485.25,20834.5,6537.25,4101.75,6012.0,10462.25,14419.75,4650.75,1544.75,209.25,1471.0,70507.25
20220107,15,680.0,1415.25,19305.75,6554.0,4101.25,5969.0,10636.25,14480.5,4705.0,1567.0,204.25,2593.5,69881.0
20220107,16,48.0,1463.25,19125.25,5951.75,4102.25,6101.75,10959.25,14094.25,4796.25,1571.0,203.5,3481.5,70102.25
20220107,17,0.0,1518.25,19460.5,5407.0,4034.0,6247.25,11156.5,13727.75,4838.25,1532.0,203.5,5420.75,71542.75
20220107,18,0.0,1426.5,18984.25,4535.75,4006.25,6406.25,11189.25,13640.0,4848.5,1535.0,204.5,5633.5,70474.25
20220107,19,0.0,1416.75,18334.5,4479.75,3991.0,6296.75,11138.5,13377.25,4826.75,1524.75,207.5,4743.25,68051.75
20220107,20,0.0,1378.0,17932.5,4269.0,4004.5,5556.0,10872.5,13390.25,4731.75,1538.25,208.5,2504.5,64440.0
20220107,21,0.0,1372.0,17705.5,3776.75,4098.0,5464.75,10667.75,13692.5,4617.25,1535.5,211.5,1250.5,61454.25
20220107,22,0.0,1354.25,16502.25,3787.0,4103.75,5271.5,10275.25,13703.25,4523.0,1531.75,212.0,514.25,59034.25
20220107,23,0.0,1357.0,15544.25,3362.75,4101.5,4721.75,9367.5,13474.75,4493.5,1528.25,212.0,304.0,55817.75
20220108,00,0.0,1338.25,14920.5,3585.25,4042.0,4235.5,9515.5,13227.75,4452.75,1477.75,212.75,144.75,52694.75
20220108,01,0.0,1341.0,14151.25,3666.25,3982.0,4305.0,9742.5,13043.25,4440.0,1475.75,213.25,113.75,50532.5
20220108,02,0.0,1338.5,13598.25,3769.25,3982.25,4233.0,9907.0,12906.25,4441.5,1478.75,213.75,123.0,49608.25
20220108,03,0.0,1344.0,13451.5,3704.75,3984.5,4392.0,9460.5,12980.5,4433.75,1468.5,214.0,98.5,49543.25
20220108,04,0.0,1385.75,12875.5,3173.75,4062.75,4516.25,9594.0,13048.5,4445.5,1469.0,213.25,267.0,49077.25
20220108,05,0.0,1363.5,12894.0,3627.0,4103.75,4592.5,9871.75,12971.25,4466.25,1468.5,212.0,195.0,49137.75
20220108,06,0.0,1374.0,12960.25,3874.75,4098.0,4698.0,10094.75,13034.0,4525.25,1466.0,211.25,182.0,50276.0
20220108,07,0.0,1370.5,13105.0,3811.0,4100.25,4844.0,10176.0,13024.25,4635.75,1465.0,210.25,1539.75,52476.25
20220108,08,105.0,1385.5,14221.25,3996.25,4098.25,4882.25,10763.75,12863.25,4761.75,1463.75,210.75,2176.25,55578.25
20220108,09,1027.0,1418.0,14191.0,4416.5,4097.25,4981.75,10817.5,12945.5,4769.75,1463.25,210.0,2913.25,59370.75
20220108,10,2533.25,1453.0,13883.5,4773.5,4096.0,4944.25,10848.5,12449.25,4764.75,1463.25,210.0,2695.5,61154.0
20220108,11,4139.0,1361.25,13785.5,5678.5,4097.0,4972.0,10649.5,12664.5,4731.25,1464.0,210.5,2217.75,62648.75
20220108,12,4973.5,1349.75,14298.75,6572.0,4097.25,4833.5,10407.75,12823.0,4650.5,1468.75,210.75,1298.5,62918.5
20220108,13,4563.0,1401.75,16231.75,6901.75,4096.0,4779.0,10249.25,12748.5,4617.75,1469.75,211.0,159.25,62020.5
20220108,14,3357.75,1340.0,17628.5,7058.75,4095.25,4705.25,9802.0,12837.5,4559.5,1468.25,211.0,115.25,61182.0
20220108,15,1383.0,1358.0,18846.0,7158.5,4094.75,4667.75,9774.75,12919.25,4593.75,1463.5,208.5,307.0,61419.0
20220108,16,94.5,1326.25,21614.5,7153.25,4096.25,4627.5,9655.0,12802.5,4638.0,1460.5,203.0,625.75,63084.5
20220108,17,0.0,1381.25,24626.75,6884.75,4096.5,4723.25,9469.25,12656.25,4703.0,1463.25,203.0,1053.25,66666.0
20220108,18,0.0,1330.75,27409.25,6493.0,4099.5,4514.5,9093.25,12632.25,4722.0,1466.5,202.75,778.5,66967.0
20220108,19,0.0,1325.5,29567.75,6075.0,4098.5,4221.25,7957.25,11950.5,4688.75,1422.75,186.0,599.5,64981.0
20220108,20,0.0,1325.25,30653.0,6225.5,4098.75,3865.0,6181.0,11248.0,4614.25,1407.25,174.75,245.25,61911.25
20220108,21,0.0,1314.25,31579.25,6069.0,4098.25,3519.0,5186.0,10808.25,4561.0,1407.75,174.0,251.25,59155.0
20220108,22,0.0,1326.75,31163.0,5898.0,4096.75,3420.75,4844.25,10739.25,4502.25,1404.0,173.5,165.5,57822.0
20220108,23,0.0,1340.25,30914.0,5753.0,4096.75,3292.25,4348.5,9363.75,4475.25,1375.5,158.25,235.75,55061.25
20220109,00,0.0,1359.25,30299.75,5560.25,4100.25,3133.25,3940.0,8450.5,4452.5,1354.5,163.0,163.25,51984.25
20220109,01,0.0,1360.5,29074.75,5332.75,4103.0,3073.5,3759.5,8156.5,4433.75,1346.25,160.5,125.0,49889.0
20220109,02,0.0,1414.25,27647.75,4562.25,4102.75,3037.0,3572.25,7364.5,4419.5,1332.25,158.0,197.0,48590.75
20220109,03,0.0,1371.25,26594.25,4505.25,3954.5,3004.25,3427.5,6837.75,4424.75,1326.0,157.0,119.75,47826.5
20220109,04,0.0,1387.0,25280.75,4650.25,3376.25,3025.5,3831.75,6975.0,4432.25,1325.0,157.0,157.5,48144.5
20220109,05,0.0,1380.75,24170.5,4752.75,2813.0,3119.0,3841.5,7204.0,4444.5,1332.5,156.5,161.0,47801.5
20220109,06,0.0,1367.75,24728.25,5343.75,2671.5,3139.25,4315.0,8128.75,4500.0,1340.25,155.75,127.25,47680.5
20220109,07,0.0,1373.75,24656.25,5486.25,2667.0,3035.5,4490.75,9976.0,4558.25,1346.5,163.5,193.25,49479.25
20220109,08,103.25,1372.25,24020.25,5674.5,2665.5,3263.0,5796.25,11298.5,4595.25,1376.75,178.25,180.0,52242.25
20220109,09,912.75,1428.75,22685.25,5917.25,2665.5,3547.75,7638.5,12370.25,4609.0,1432.25,201.25,194.75,56120.25
